"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","sd_map","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","a_m","mean_temp"
"513","","","","Ficus virens",NA,NA,NA,2.126044587,"XTBG","China",21.9333333333333,101.25,NA,"TRR","",1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754263251948195,9.889493661899,7.31121407689484,8.55004524870282,11.0793683522855,1404.38939386641,10.25666667,21.3884818177188
"514","","","","Ficus hispida",NA,NA,NA,4.074221335,"XTBG","China",21.9333333333333,101.25,NA,"TRR","",1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.40467964499848,9.889493661899,7.31121407689484,8.55004524870282,11.0793683522855,1404.38939386641,13.09,21.3884818177188
"515","","","","Ficus racemosa",NA,NA,NA,12.69076004,"XTBG","China",21.9333333333333,101.25,NA,"TRR","",1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54087417276179,9.889493661899,7.31121407689484,8.55004524870282,11.0793683522855,1404.38939386641,16.5656875,21.3884818177188
"516","Pinaceae","Pinus","caribaea","Pinus caribaea",-3.27,NA,NA,4.697,"Andros I.","Bahamas",24.717,-77.783,25.8,"TMR","BS_Andros",2250,70,67,49,86,207,357,250,277,346,348,117,76,1237,0.0547821724628833,-1.18478998490916,1.54692400704486,10.841593598737,7.12240385801785,11.3900502820935,9.56016373027377,1374.23152027992,NA,24.4998526974306
"517","","","","Vernicia fordii",NA,NA,NA,4.82,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57277392806251,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"518","","","","Pteroceltis tatarinowii",NA,NA,NA,3.6,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28093384546206,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"519","","","","Liquidambar formosana",NA,NA,NA,0.31,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17118298150295,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"520","","","","Lindera communis",NA,NA,NA,0.53,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63487827243597,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"521","","","","Alangium chinense",NA,NA,NA,4.58,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52169899812609,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"522","","","","Platycarya longipes",NA,NA,NA,5.68,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73695123273306,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"523","","","","Pittosporum xylocarpum",NA,NA,NA,1.78,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.576613364303994,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"524","","","","Maackia hupehensis",NA,NA,NA,4.62,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53039470509365,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"525","","","","Macaranga tanarius",NA,NA,NA,2.83,"Libo","China",25.4333333333333,108.083333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04027671165515,9.61337733568066,6.96661440052346,8.24797905808926,13.5037105751391,1363.76436751326,NA,21.1773816167092
"526","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",-6.23,-4.68,-6.75,NA,"Biscayne Bay, Miami, Florida","USA",25.55,-80.217,NA,"MANGROVE","USA_Fl_Biscayne",1294,61,56,53,68,150,201,119,144,178,144,78,43,1294,0.0421278839187996,-1.82937633279936,NA,12.7802043008724,7.93918279401789,14.1105117279939,10.1999081313925,1692.59662684241,NA,24.3946206191687
"527","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,0.18,"Byscaine National Park","USA",25.55,-80.217,25,"TRS","USA_Fl_Biscayne",1200,61,56,53,68,150,201,119,144,178,144,78,43,1294,0.0454279014924389,NA,-1.71479842809193,12.7802043008724,7.93918279401789,14.1105117279939,10.1999081313925,1692.59662684241,NA,24.3946206191687
"528","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",-6.3,NA,NA,1.9,"Biscayne Bay, Miami, Florida","USA",25.55,-80.217,NA,"MANGROVE","USA_Fl_Biscayne",1294,61,56,53,68,150,201,119,144,178,144,78,43,1294,0.0421278839187996,-1.84054963339749,0.641853886172395,12.7802043008724,7.93918279401789,14.1105117279939,10.1999081313925,1692.59662684241,NA,24.3946206191687
"529","Rhizophoraceae","Rhizophora","mangle","Rhizophora mangle",NA,NA,NA,0.67,"Byscaine National Park","USA",25.55,-80.217,25,"TRS","USA_Fl_Biscayne",1200,61,56,53,68,150,201,119,144,178,144,78,43,1294,0.0454279014924389,NA,-0.400477566597125,12.7802043008724,7.93918279401789,14.1105117279939,10.1999081313925,1692.59662684241,NA,24.3946206191687
"530","","","","Sapium sebiferum",NA,NA,NA,4.58,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52169899812609,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"531","","","","Ficus benguetensis",NA,NA,NA,1.64,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494696241836107,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"532","","","","Mallotus philippensis",NA,NA,NA,1.22,"Libo","China",25.7,105.583333333333,18.3,"TMS","",1320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.198850858745165,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"533","","","","Vernicia fordii",NA,NA,NA,3.3,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19392246847243,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"534","","","","Mallotus barbatus",NA,NA,NA,7.06,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95444505150515,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"535","","","","Melia azedarach",NA,NA,NA,6.08,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80500469597808,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"536","","","","Picrasma quassioides",NA,NA,NA,3.42,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22964055107451,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"537","","","","Alangium chinense",NA,NA,NA,7.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.01756613796175,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"538","","","","Rhamnella franguloides",NA,NA,NA,4.93,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5953389880546,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"539","","","","Flemingia philippinensis",NA,NA,NA,2.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924258901523332,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"540","","","","Solanum verbascifolium",NA,NA,NA,3.12,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13783300182139,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"541","","","","Alchornea davidii",NA,NA,NA,3.25,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17865499634165,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"542","","","","Mallotus philippensis",NA,NA,NA,3.32,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1999647829284,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"543","","","","Mallotus japonicus",NA,NA,NA,2.52,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.924258901523332,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"544","","","","Broussonetia papyifera",NA,NA,NA,3.36,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21194097397511,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"545","","","","Brucea javanica",NA,NA,NA,2.67,"Huajiang","China",25.7,105.583333333333,18.4,"TMS","",1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.982078472412158,8.16989137462019,5.9886635921959,6.83492909628535,12.156272584366,1377.81419257608,NA,16.915391995341
"546","","","","Celtis sinensis",NA,NA,NA,6.89,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93007108502557,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"547","","","","Quercus aliena",NA,NA,NA,6.3,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84054963339749,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"548","","","","Carpinus pubescens",NA,NA,NA,2.7,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.993251773010283,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"549","","","","Lindera communis",NA,NA,NA,0.31,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.17118298150295,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"550","","","","Daphniphyllum oldhami",NA,NA,NA,0.46,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.776528789498996,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"551","","","","Lithocarpus glaber",NA,NA,NA,1.51,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412109650826833,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"552","","","","Ligustrum lucidum",NA,NA,NA,1.39,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3293037471426,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"553","","","","Itea chinensis",NA,NA,NA,0.45,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.798507696217772,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"554","","","","Stachyurus obovatus",NA,NA,NA,0.55,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59783700075562,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"555","","","","Ilex chinensis",NA,NA,NA,0.29,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23787435600162,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"556","","","","Platycarya longipes",NA,NA,NA,2.73,"Puding","China",26.25,105.733333333333,15.1,"TMS","",1398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00430160919687,8.56417501274827,6.09081282793671,7.65681689726351,15.2737226277372,1319.75043405561,NA,18.5439041643959
"557","Anacardiaceae","Schinus","terebinthifolius","Schinus terebinthifolius",-1.678580822,-0.292771188,-5.327621878,2.22,"Lakeport, Florida","USA",26.976,-81.128,NA,"TMS","USA_Fl_Lakeport",1320,51,58,73,53,116,205,195,192,187,98,50,43,1320,0.0500307301147161,-0.517948687604303,0.797507195884188,10.9910716339181,7.65526739414781,10.1684747437118,9.19117040605925,1320.85431905754,NA,23.4960314795972
"558","Myricaceae","Myrica","cerifera","Myrica cerifera",-1.639912572,-0.479586712,-3.697947983,2.03,"Lakeport, Florida","USA",26.976,-81.128,NA,"TMS","USA_Fl_Lakeport",1320,51,58,73,53,116,205,195,192,187,98,50,43,1320,0.0500307301147161,-0.494642930658994,0.708035793053696,10.9910716339181,7.65526739414781,10.1684747437118,9.19117040605925,1320.85431905754,NA,23.4960314795972
"559","Cupressaceae","Juniperus","flaccida","Juniperus flaccida",-7.8,-2.86,-12.7,0.5,"Big Bend NP, Texas","USA",29.267,-103.267,20,"WDS","USA_Tx_BigBend",620,23,22,20,30,55,74,87,95,103,59,27,24,402,0.0507089943342569,-2.05412373369555,-0.693147180559945,13.5601052850931,7.90687755379953,15.1896801253237,2.50581818181818,302.395631791382,NA,24.757839860396
"560","Cupressaceae","Juniperus","ashei","Juniperus ashei",-13.41,-9.078630077,-17.74136992,0.2,"Austin, TX","USA",30.367,-97.75,NA,"WDS","USA_Tx_Austin",700,38,51,43,59,100,77,42,46,73,75,51,45,826,0.0270046607214435,-2.59600069729359,-1.6094379124341,10.9777488037869,6.66418560489547,12.5599866748851,6.18368983957219,850.140344159197,NA,20.9746980563077
"561","Cupressaceae","Juniperus","ashei","Juniperus ashei",-13.1,-7.67,NA,0.36,"Spicewood Springs, Austin, Texas","USA",30.367,-97.75,19,"WDS","USA_Tx_Spicewood",705,38,51,43,59,101,78,42,47,74,76,51,45,826,0.0273587101987043,-2.57261223020711,-1.02165124753198,10.9777488037869,6.66418560489547,12.5599866748851,6.18368983957219,850.140344159197,NA,20.9746980563077
"562","Oleaceae","Phillyrea","latifolia","Phillyrea latifolia",-7,-1.83,-12.17,NA,"Epirus region","Greece",30.65,20.3,12.5,"WDS","GR_Epirus_3",1621,491,209,114,54,9,1,0,0,21,84,224,414,144,0.103704956337692,-1.94591014905531,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"563","Betulaceae","Carpinus","orientalis","Carpinus orientalis",-4.35,-0.64,-8.05,NA,"Epirus region","Greece",30.65,20.3,13.56,"WDS","GR_Epirus_2",1364,413,176,96,45,8,1,0,0,18,71,188,348,144,0.103592393447772,-1.47017584510059,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"564","Cistaceae","Cistus","creticus","Cistus creticus",-5.2,-3.18,-5.99,NA,"Epirus region","Greece",30.65,20.3,13.56,"WDS","GR_Epirus_1",1364,413,176,96,45,8,1,0,0,18,71,188,348,144,0.103592393447772,-1.64865862558738,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"565","Lamiaceae","Phlomis","fruticosa","Phlomis fruticosa",-2.48,-0.65,-5.76,NA,"Epirus region","Greece",30.65,20.3,14.4,"WDS","GR_Epirus_4",1138,345,147,80,38,6,1,0,0,15,59,157,290,144,0.103651976855671,-0.908258560176891,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"566","Fagaceae","Quercus","frainetto","Quercus frainetto",-4.56,-0.73,-8.38,NA,"Epirus region","Greece",30.65,20.3,12.5,"WDS","GR_Epirus_5",1465,444,189,103,49,8,1,0,0,19,76,202,374,144,0.103703818072152,-1.51732262352629,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"567","Ericaceae","Arbutus","unedo","Arbutus unedo",-0.54,-0.11,-8.5,NA,"Epirus region","Greece",30.65,20.3,13.56,"WDS","GR_Epirus_1",1364,413,176,96,45,8,1,0,0,18,71,188,348,144,0.103592393447772,0.616186139423817,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"568","Rosaceae","Pyrus","amygdaliformis","Pyrus amygdaliformis",-3.29,-1.43,-5.15,NA,"Epirus region","Greece",30.65,20.3,13.56,"WDS","GR_Epirus_1",1364,413,176,96,45,8,1,0,0,18,71,188,348,144,0.103592393447772,-1.19088756477728,NA,9.48943321305161,6.90655398907521,7.98998697739015,1.37323765387992,181.603513331784,NA,20.5041042692646
"569","Fagaceae","Quercus","fusiformis","Quercus fusiformis",-0.5,-0.03338872,-0.96661128,1.7,"Menard, TX","USA",30.917,-99.9,NA,"WDS","USA_Tx_Menard",700,29,39,35,59,99,78,58,72,94,72,37,28,568,0.0356249966094889,0.693147180559945,0.53062825106217,10.906753207983,6.56729392125271,12.3054136847681,4.73363636363636,572.939459038807,NA,20.7473842301802
"570","Sapotaceae","Sideroxylon","lanuginosum","Sideroxylon lanuginosum",-2.6,-0.755157255,-4.444842745,0.6,"Menard, TX","USA",30.917,-99.9,NA,"WDS","USA_Tx_Menard",700,29,39,35,59,99,78,58,72,94,72,37,28,568,0.0356249966094889,-0.955511445027436,-0.510825623765991,10.906753207983,6.56729392125271,12.3054136847681,4.73363636363636,572.939459038807,NA,20.7473842301802
"571","Fabaceae","Prosopis","velutina","Prosopis velutina",-1.56716,-0.492537,-9.1791,0.39,"Santa Rita Experimental Range, SE Arizona","USA",31.783,-110.833,16,"WDS","USA_Az_SantaRita_1",394,28,25,25,10,3,9,89,72,42,32,21,38,508,0.0643256240449082,-0.449265064096335,-0.941608539858445,18.6617102903237,9.83244331363081,23.574841684944,2.06201298701299,356.562154063396,NA,18.282920331088
"572","Fabaceae","Prosopis","velutina","Prosopis velutina",-3,-0.58209,-8.28358,0.36,"Santa Rita Experimental Range, SE Arizona","USA",31.783,-110.9,16,"WDS","USA_Az_SantaRita_2",430,29,25,28,11,5,10,98,85,45,31,23,41,449,0.0666716855707858,-1.09861228866811,-1.02165124753198,17.0317420644119,9.03846663846211,22.0008632786373,2.19493006993007,393.718972022729,NA,17.248170727283
"573","Cupressaceae","Juniperus","pinchotii","Juniperus pinchotii",-14.1,-4.2,NA,0.19,"Guadalupe Mountains National Park, Texas","USA",31.88,-104.8,NA,"WDS","USA_Tx_Guadalupe",431.1,17.5,17.3,15.5,15.4,29.4,43.4,66.8,78.8,75.7,32.5,19.7,19.1,34.684,0.05662515648752,-2.64617479738412,-1.66073120682165,13.5846264766007,8.14890687237494,14.402455907503,2.32159090909091,267.079727445061,NA,20.4348528636586
"574","Salicaceae","Populus","fremontii","Populus fremontii",-1.38,-0.716,-1.88,3.01,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.322083499169113,1.10194007876078,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"575","Cupressaceae","Juniperus","monosperma","Juniperus monosperma",-11.8,-10.1,-12.8,0.227,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-2.46809953147162,-1.48280526150073,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"576","Asteraceae","Encelia","farinosa","Encelia farinosa",-6.13,NA,NA,0.657,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-1.81319474994812,-0.420071260497527,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"577","Tamaricaceae","Tamarix","ramosissima","Tamarix ramosissima",-1.61,NA,-4.29,3.66,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.476234178996372,1.29746314741327,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"578","Fouquieriaceae","Fouquieria","splendens","Fouquieria splendens",-1.37,NA,-3.79,1.64,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.314810739840034,0.494696241836107,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"579","Fabaceae","Acacia","constricta","Acacia constricta",NA,NA,-3.97,2.71,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,NA,0.99694863489161,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"580","Salicaceae","Salix","gooddingii","Salix gooddingii",-1.29,NA,-1.86,2.5,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.254642218373581,0.916290731874155,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"581","Salicaceae","Populus","fremontii","Populus fremontii",-1.57,-1.39,-1.63,NA,"Pima County, Arizona","USA",32.013,-110.629,NA,"TMS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.451075619360217,NA,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"582","Salicaceae","Salix","gooddingii","Salix gooddingii",-1.49,-1.43,-1.58,NA,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.398776119957368,NA,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"583","Fabaceae","Acacia","greggii","Acacia greggii",-0.881,NA,-4.06,3.88,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,0.126697653045958,1.35583515363518,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"584","Cupressaceae","Juniperus","monosperma","Juniperus monosperma",-3.57,-3.42,NA,NA,"Pima County, Arizona","USA",32.013,-110.629,NA,"TMS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-1.27256559579155,NA,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"585","Zygophyllaceae","Larrea","tridentata","Larrea tridentata",-1.77,NA,-6.4,0.777,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.570979546585738,-0.25231492861449,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"586","Fabaceae","Parkinsonia","microphylla","Parkinsonia microphylla",-1.01,NA,-3.75,0.894,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.00995033085316809,-0.112049503808623,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"587","Fabaceae","Prosopis","velutina","Prosopis velutina",-1.36,NA,-3.95,2.02,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,-0.307484699747961,0.703097511413113,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
"588","Fabaceae","Prosopis","velutina","Prosopis velutina",NA,NA,-2.32,2.97,"Pima County, Arizona","USA",32.013,-110.629,NA,"WDS","USA_Az_Pima",310,23,19,19,8,3,7,69,60,34,24,16,28,408,0.0652282303782713,NA,1.08856195281461,14.5370535096138,8.34805202358191,16.8196110120371,2.13379073756432,335.792501462105,NA,19.453495495438
