"","family","genus","species","binomial","P50","P12","P88","Ks","location","country","lat","lon","mat","biome","site_name","map","map_jan","map_feb","map_mar","map_apr","map_may","map_jun","map_jul","map_aug","map_sep","map_oct","map_nov","map_dec","map_cru","sd_map","log_P50","log_Ks","mean_storm_size","median_storm_size","sd_storm_size","storm_freq","map_reanalysis","a_m","mean_temp"
"977","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",-2.4,-0.74,-4.27,NA,"Corvallis, Oregon","USA",43.717,-122.333,12,"TMR","USA_Or_Corvallis_2",1800,264,204,196,132,93,61,24,40,67,135,288,295,1366,0.0541957100760495,-0.8754687373539,NA,8.89860041157379,6.67447696656878,6.74222795148143,5.36112506278252,322.21277316451,NA,13.3940710875331
"978","Pinaceae","Pseudotsuga","menziesii","Pseudotsuga menziesii",-2.29,-0.74,NA,NA,"Corvallis, Oregon","USA",43.717,-122.333,12,"TMR","USA_Or_Corvallis_2",1800,264,204,196,132,93,61,24,40,67,135,288,295,1366,0.0541957100760495,-0.828551817566148,NA,8.89860041157379,6.67447696656878,6.74222795148143,5.36112506278252,322.21277316451,NA,13.3940710875331
"979","Betulaceae","Alnus","cordata","Alnus cordata",-1.4,-0.45,-2.35,NA,"Firenze","Italy",43.8,11.2,14.4,"TMS","IT_Firenze",900,75,72,77,75,72,56,38,65,80,84,124,82,830,0.0222424150680263,-0.336472236621213,NA,13.8498631095599,9.17878800421022,14.0634038483727,5.29023845007452,615.575138647935,NA,16.2352216569926
"980","Cupressaceae","Juniperus","communis","Juniperus communis",-6.37,-4.37,-8.37,NA,"Larzac","France",43.95,3.217,NA,"TMS","FR_Larzac",768,60,50,65,59,73,62,43,64,75,76,61,80,901,0.0141224347082805,-1.85159946958407,NA,14.6411275589873,9.22299093688542,15.1861254446001,4.66872110939907,429.130954379634,NA,17.2813997289249
"981","Cupressaceae","Juniperus","communis","Juniperus communis",-6.373333333,-4.350150794,-8.396515873,NA,"Larzac","France",43.95,3.217,NA,"WDS","FR_Larzac",768,60,50,65,59,73,62,43,64,75,76,61,80,901,0.0141224347082805,-1.85212261890284,NA,14.6411275589873,9.22299093688542,15.1861254446001,4.66872110939907,429.130954379634,NA,17.2813997289249
"982","Cupressaceae","Juniperus","occidentalis","Juniperus occidentalis",-9,-5.6,-12,0.28,"Crooked River, Oregon","USA",44.1,-121.13,NA,"DES","USA_Or_CrookedRiver",191.9,24.9,13.1,12.1,9.7,20.5,21.8,9.8,12,7.8,11.7,22.5,26,4.6,0.0343810377284656,-2.19722457733622,-1.27296567581289,5.75360040650922,4.63440215754831,3.51880822654026,1.90748663101604,93.957977107853,NA,14.9177652777198
"983","Sapindaceae","Acer","opalus","Acer opalus",-4.395,-3.826818182,-4.963181818,NA,"Mont Ventoux","France",44.152,5.253,NA,"TMS","FR_MontVentoux",954,75,76,81,72,87,79,50,70,87,99,91,87,842,0.0131569299997988,-1.48046753113714,NA,14.0908364989491,9.37294596398715,13.4386421027146,4.3034238488784,332.336856700301,NA,16.5168797498611
"984","Ericaceae","Rhododendron","macrophyllum","Rhododendron macrophyllum",-2.96,-0.92,-5,NA,"Blue River","Oregon",44.2,-122.25,NA,"TMS","USA_Or_BlueRiver",3550,565,402,387,252,182,130,41,65,128,300,522,577,1715,0.0544517061991233,-1.08518926833597,NA,10.0853440438859,7.30625164970248,8.30365086306978,5.29261363636364,313.076255446233,NA,14.2681413598494
"985","Salicaceae","Salix","amygdaloides","Salix amygdaloides",-0.91,-0.39,-1.6,1.9,"Weiser, Idaho","USA",44.25,-116.968,NA,"WDS","USA_Idaho_Weiser",312,41,31,29,23,24,23,7,13,15,20,42,44,336,0.0380219635855447,0.0943106794712413,0.641853886172395,6.9909979220501,5.39163884516297,4.93699261320982,2.26835664335664,137.879953438822,NA,16.2270389116728
"986","Tamaricaceae","Tamarix","ramosissima","Tamarix ramosissima",-0.647208687,-0.19764148,-1.418270538,2.66,"Weiser, Idaho","USA",44.25,-116.968,NA,"TMS","USA_Idaho_Weiser",312,41,31,29,23,24,23,7,13,15,20,42,44,336,0.0380219635855447,0.43508649089283,0.978326122793608,6.9909979220501,5.39163884516297,4.93699261320982,2.26835664335664,137.879953438822,NA,16.2270389116728
"987","Pinaceae","Picea","rubens","Picea rubens",-3.53,-2.78,NA,NA,"Duxbury, Vermont","USA",44.317,-72.75,NA,"","USA_Vt_Duxbury",991,59,54,66,78,89,96,98,111,88,83,91,78,981,0.0168217743436685,-1.26129787094521,NA,10.3701123406616,7.43702695831995,8.82317561147466,9.075,539.790766827978,NA,13.9805803524364
"988","Fagaceae","Quercus","rubra","Quercus rubra",-2.5,-2.280701754,-2.94,NA,"USFS Northeastern Forest Experimental Station, Burlington, Vermont","USA",44.452,-73.183,NA,"TMS","USA_Vt_Burlington_2",871,49,44,55,70,80,87,89,102,83,75,77,60,803,0.0201221435508854,-0.916290731874155,NA,10.1018677679181,7.26363901313479,8.60482235720544,8.51204819277109,515.229983224878,NA,16.7600238695594
"989","Fagaceae","Quercus","rubra","Quercus rubra",-2.5,-0.984848485,-4.015151515,NA,"USFS Northeastern Forest Experimental Station, Burlington, Vermont","USA",44.452,-73.183,NA,"TMS","USA_Vt_Burlington_2",871,49,44,55,70,80,87,89,102,83,75,77,60,803,0.0201221435508854,-0.916290731874155,NA,10.1018677679181,7.26363901313479,8.60482235720544,8.51204819277109,515.229983224878,NA,16.7600238695594
"990","Cupressaceae","Juniperus","virginiana","Juniperus virginiana",-6.3,-4.3,NA,NA,"Southern Burlington, VT","USA",44.467,-73.2,NA,"","USA_Vt_Burlington_1",866,49,44,55,70,79,86,89,101,83,75,76,59,803,0.019987450680404,-1.84054963339749,NA,10.1080341718626,7.26194257355845,8.62216820917412,8.51570247933885,512.641246031984,NA,16.8048134526865
"991","Pinaceae","Abies","balsamea","Abies balsamea",-2.7,-2.19,-3.17,NA,"Essex Junction, Vermont","USA",44.5,-73.117,NA,"","USA_Vt_Essex_1",891,50,45,56,72,81,89,92,104,85,77,79,61,903,0.0202083960961988,-0.993251773010283,NA,9.80569384748622,7.07191408506002,8.3559903379747,8.33884297520661,486.885116458765,NA,16.7827466442434
"992","Pinaceae","Pinus","pinaster","Pinus pinaster",-3.727,-3.005105013,-4.448894987,NA,"Pierroton","France",44.75,-0.783,NA,"TMS","FR_Pierroton",993,96,84,67,73,78,68,54,70,90,92,109,112,961,0.0177886858611926,-1.31560362049712,NA,9.92140428391638,7.20019792534665,8.30974638309146,6.48685199098422,565.492502020106,NA,15.8540067310176
"993","Pinaceae","Pinus","pinaster","Pinus pinaster",-3.73,-3.005362319,-4.454637681,NA,"Pierroton","France",44.75,-0.783,NA,"TMS","FR_Pierroton",993,96,84,67,73,78,68,54,70,90,92,109,112,961,0.0177886858611926,-1.31640823365572,NA,9.92140428391638,7.20019792534665,8.30974638309146,6.48685199098422,565.492502020106,NA,15.8540067310176
"994","Sapindaceae","Acer","saccharum","Acer saccharum",-4.11,-3.43,-4.79,NA,"Snake Island, Ontario","Canada",44.817,-79.4,NA,"TMS","CA_SankeIsland",945,83,64,61,66,75,75,72,85,90,83,96,95,1032,0.0124892587671572,-1.41342302850814,NA,10.8864888545203,7.6934771455655,9.40647333245017,7.27330631152287,438.729728373583,NA,15.9562796640755
"995","Cupressaceae","Thuja","occidentalis","Thuja occidentalis",-3.57,-2.17,-4.71,NA,"Snake Island, Ontario","Canada",44.817,-79.4,NA,"TMS","CA_SankeIsland",945,83,64,61,66,75,75,72,85,90,83,96,95,1032,0.0124892587671572,-1.27256559579155,NA,10.8864888545203,7.6934771455655,9.40647333245017,7.27330631152287,438.729728373583,NA,15.9562796640755
"996","Pinaceae","Tsuga","canadensis","Tsuga canadensis",-3.07,-2.67,-3.64,NA,"Snake Island, Ontario","Canada",44.817,-79.4,NA,"TMS","CA_SankeIsland",945,83,64,61,66,75,75,72,85,90,83,96,95,1032,0.0124892587671572,-1.12167756159911,NA,10.8864888545203,7.6934771455655,9.40647333245017,7.27330631152287,438.729728373583,NA,15.9562796640755
"997","Sapindaceae","Acer","opalus","Acer opalus",NA,-2.1,-2.6,0.18,"La Bastille","France",45.2,5.733,NA,"TMS","FR_Bastille",1026,78,79,83,77,92,96,70,86,89,89,103,87,1026,0.00882713445896881,NA,-1.71479842809193,10.8206940935073,7.1070045655043,10.3156136429674,9.46853146853147,714.650013321425,NA,15.0514269464666
"998","Sapindaceae","Acer","monspessulanum","Acer monspessulanum",NA,-2.92,-3.9,0.19,"La Bastille","France",45.2,5.733,NA,"TMS","FR_Bastille",1026,78,79,83,77,92,96,70,86,89,89,103,87,1026,0.00882713445896881,NA,-1.66073120682165,10.8206940935073,7.1070045655043,10.3156136429674,9.46853146853147,714.650013321425,NA,15.0514269464666
"999","Sapindaceae","Acer","negundo","Acer negundo",NA,-0.98,-2,0.41,"Grenoble","France",45.333,5.5,NA,"TMS","FR_Grenoble",937,68,72,81,73,90,83,60,77,86,86,84,77,979,0.00926444702839383,NA,-0.891598119283784,11.3073420107,7.43505161567803,10.9532299191401,8.37124944021495,685.677843509068,NA,15.8230475405648
"1000","Sapindaceae","Acer","platanoides","Acer platanoides",NA,-1.25,-2.3,0.45,"Grenoble","France",45.333,5.5,NA,"TMS","FR_Grenoble",937,68,72,81,73,90,83,60,77,86,86,84,77,979,0.00926444702839383,NA,-0.798507696217772,11.3073420107,7.43505161567803,10.9532299191401,8.37124944021495,685.677843509068,NA,15.8230475405648
"1001","Sapindaceae","Acer","campestre","Acer campestre",NA,-1.5,-2.6,0.43,"Grenoble","France",45.333,5.5,NA,"TMS","FR_Grenoble",937,68,72,81,73,90,83,60,77,86,86,84,77,979,0.00926444702839383,NA,-0.843970070294529,11.3073420107,7.43505161567803,10.9532299191401,8.37124944021495,685.677843509068,NA,15.8230475405648
"1002","Sapindaceae","Acer","pseudoplatanus","Acer pseudoplatanus",NA,-1.25,-1.8,0.38,"Grenoble","France",45.333,5.5,NA,"TMS","FR_Grenoble",937,68,72,81,73,90,83,60,77,86,86,84,77,979,0.00926444702839383,NA,-0.967584026261706,11.3073420107,7.43505161567803,10.9532299191401,8.37124944021495,685.677843509068,NA,15.8230475405648
"1003","Rosaceae","Prunus","padus","Prunus padus",-3.54613,NA,NA,NA,"Auvergne Volcano Park","France",45.697,3.002,NA,"TMS","FR_Auvergne ",816,54,47,50,59,101,89,67,86,75,65,62,61,751,0.0203727797694518,-1.26585686800653,NA,9.45640577867502,6.74006213185335,8.13080192643754,7.36545454545455,383.653295477545,NA,16.3696649169922
"1004","Rosaceae","Prunus","spinosa","Prunus spinosa",-5.36162,NA,NA,NA,"Auvergne Volcano Park","France",45.697,3.002,NA,"TMS","FR_Auvergne ",816,54,47,50,59,101,89,67,86,75,65,62,61,751,0.0203727797694518,-1.67926616822373,NA,9.45640577867502,6.74006213185335,8.13080192643754,7.36545454545455,383.653295477545,NA,16.3696649169922
"1005","Rosaceae","Prunus","avium","Prunus avium",-4.77122,NA,NA,NA,"Auvergne Volcano Park","France",45.697,3.002,NA,"TMS","FR_Auvergne ",816,54,47,50,59,101,89,67,86,75,65,62,61,751,0.0203727797694518,-1.56260203739707,NA,9.45640577867502,6.74006213185335,8.13080192643754,7.36545454545455,383.653295477545,NA,16.3696649169922
"1006","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.428833333,-1.639225401,-5.218441266,0.399890091,"Fonfreyde","France",45.7,2.983333333,7.3,"TMS","FR_Fonfreyde",931,72,62,65,67,100,94,70,90,83,74,78,76,923,0.0128441933196229,-1.23222006716682,-0.916565542131035,10.0636122441388,7.16186452133115,8.69213665998854,8.24363636363637,448.713510809452,NA,13.6006335245769
"1007","Sapindaceae","Acer","pseudoplatanus","Acer pseudoplatanus",-3.131,-2.640803922,-3.621196078,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.14135244234427,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1008","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.16,-2.778320611,-3.541679389,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.15057202759882,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1009","Sapindaceae","Acer","campestre","Acer campestre",-5.737,-4.874931034,-6.599068966,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.74693642561973,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1010","Salicaceae","Salix","purpurea","Salix purpurea",-1.973,-1.720474747,-2.225525253,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-0.679555227040478,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1011","Betulaceae","Corylus","avellana","Corylus avellana",-2.218,-1.971694581,-2.464305419,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-0.796605888928175,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1012","Oleaceae","Ligustrum","vulgare","Ligustrum vulgare",-9.078333333,-7.71469697,-10.4419697,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-2.20589062213081,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1013","Sapindaceae","Acer","platanoides","Acer platanoides",-4.181,-3.675949495,-4.686050505,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.43055045237443,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1014","Betulaceae","Alnus","glutinosa","Alnus glutinosa",-1.627539247,-1.224313441,-2.030765054,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-0.487069209709981,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1015","Salicaceae","Salix","caprea","Salix caprea",-1.9,-1.65,-2.2,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-0.641853886172395,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1016","Rosaceae","Prunus","padus","Prunus padus",-3.54175,-3.06856388,-4.01493612,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.26462095527732,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1017","Pinaceae","Picea","abies","Picea abies",-3.66,-2.8,-4.3,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.29746314741327,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1018","Rosaceae","Prunus","avium","Prunus avium",-4.76375,-3.882304429,-5.645195571,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.56103517320593,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1019","Rosaceae","Sorbus","torminalis","Sorbus torminalis",-6.2055,-5.340946686,-7.070053314,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.82543599558744,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1020","Pinaceae","Picea","abies","Picea abies",-3.67,-3.120549451,-4.219450549,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.30019166206648,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1021","Rosaceae","Crataegus","laevigata","Crataegus laevigata",-8.409,-7.21852381,-9.59947619,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-2.12930256085076,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1022","Rosaceae","Crataegus","monogyna","Crataegus monogyna",-6.827880013,-5.399308584,-8.256451441,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.92101423198927,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1023","Betulaceae","Betula","pendula","Betula pendula",-2.4,-1.9,-2.75,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-0.8754687373539,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,5.8,15.8957951129878
"1024","Rosaceae","Sorbus","aria","Sorbus aria",-5.379326667,-3.908738431,-6.849914902,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.68256321150846,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1025","Rosaceae","Amelanchier","ovalis","Amelanchier ovalis",-6.873333333,-5.723908046,-8.022758621,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.92764918987221,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1026","Aquifoliaceae","Ilex","aquifolium","Ilex aquifolium",-4.804,-3.667636364,-5.940363636,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.56944890421774,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1027","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2,-2.6,-3.7,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.16315080980568,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1028","Grossulariaceae","Ribes","alpinum","Ribes alpinum",-3.565,-2.983604651,-4.146395349,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.27116405386626,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1029","Malvaceae","Tilia","platyphyllos","Tilia platyphyllos",-3.0876,-2.497977358,-3.677222642,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.12739409009356,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1030","Pinaceae","Pinus","sylvestris","Pinus sylvestris",-3.2006,-2.813825499,-3.587374501,NA,"Clermont Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.16333829222975,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1031","Fabaceae","Cytisus","scoparius","Cytisus scoparius",-3.62,-2.8,-4.2,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.28647402583768,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1032","Pinaceae","Abies","alba","Abies alba",-3.71,-3.306774194,-4.113225806,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.31103187661934,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1033","Betulaceae","Carpinus","betulus","Carpinus betulus",-3.74982,-3.162551971,-4.337088029,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.32170783883028,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1034","Pinaceae","Picea","abies","Picea abies",-3.661666667,-2.947192546,-4.376140787,NA,"Clermont Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.2979184172595,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
"1035","Rosaceae","Prunus","spinosa","Prunus spinosa",-5.36425,-4.402711538,-6.325788462,NA,"Clermont-Ferrand","France",45.717,3.05,NA,"TMS","FR_Clermont_2",786,51,44,46,57,99,87,65,85,73,63,59,57,751,0.0219258116280077,-1.67975657134305,NA,9.21499557172089,6.59540008658289,7.91438773803004,7.46815459989113,424.628024127132,NA,15.8957951129878
